LOC,CC,PC,Is_Long_Parameter_List
60,20,3,FALSE
47,10,0,FALSE
51,14,2,FALSE
68,9,3,FALSE
33,17,2,FALSE
93,16,4,FALSE
69,15,3,FALSE
42,12,3,FALSE
68,15,3,FALSE
77,19,0,FALSE
20,7,0,FALSE
54,5,4,FALSE
29,5,4,FALSE
40,8,3,FALSE
54,14,3,FALSE
86,24,0,FALSE
98,26,0,FALSE
113,16,2,FALSE
175,40,1,FALSE
37,8,4,FALSE
67,7,4,FALSE
45,4,2,FALSE
54,9,4,FALSE
44,5,1,FALSE
42,5,0,FALSE
69,14,1,FALSE
45,16,1,FALSE
30,15,1,FALSE
42,15,1,FALSE
63,19,1,FALSE
42,13,2,FALSE
44,16,0,FALSE
40,17,2,FALSE
61,14,1,FALSE
24,11,3,FALSE
21,9,3,FALSE
28,11,3,FALSE
49,22,3,FALSE
43,17,1,FALSE
136,56,3,FALSE
23,7,3,FALSE
76,21,3,FALSE
49,16,0,FALSE
5,3,0,FALSE
65,15,0,FALSE
42,14,2,FALSE
33,12,0,FALSE
121,35,3,FALSE
31,13,2,FALSE
9,5,1,FALSE
26,10,2,FALSE
3,3,2,FALSE
85,28,2,FALSE
180,41,1,FALSE
82,19,3,FALSE
41,6,3,FALSE
101,16,1,FALSE
44,7,1,FALSE
89,12,1,FALSE
50,6,1,FALSE
36,5,1,FALSE
42,7,1,FALSE
23,4,3,FALSE
95,29,3,FALSE
53,14,1,FALSE
89,19,1,FALSE
33,8,4,FALSE
49,9,1,FALSE
18,12,1,FALSE
46,2,3,FALSE
37,10,3,FALSE
30,9,2,FALSE
74,17,2,FALSE
160,27,3,FALSE
103,18,3,FALSE
48,12,1,FALSE
46,13,2,FALSE
51,13,2,FALSE
109,18,3,FALSE
116,23,2,FALSE
29,11,2,FALSE
50,22,4,FALSE
43,12,4,FALSE
99,16,2,FALSE
34,13,2,FALSE
56,13,2,FALSE
30,5,2,FALSE
32,4,4,FALSE
31,13,3,FALSE
44,16,4,FALSE
56,10,1,FALSE
87,17,1,FALSE
98,13,1,FALSE
29,13,1,FALSE
55,12,0,FALSE
98,19,4,FALSE
45,11,4,FALSE
44,11,4,FALSE
42,10,4,FALSE
41,7,0,FALSE
76,19,0,FALSE
23,6,3,FALSE
19,8,2,FALSE
50,15,1,FALSE
59,16,1,FALSE
15,7,1,FALSE
121,36,1,FALSE
57,16,1,FALSE
20,12,1,FALSE
47,24,1,FALSE
82,28,2,FALSE
49,25,1,FALSE
53,19,2,FALSE
130,26,0,FALSE
147,48,1,FALSE
19,11,1,FALSE
93,21,1,FALSE
47,11,4,FALSE
23,10,2,FALSE
21,10,2,FALSE
31,4,0,FALSE
75,18,3,FALSE
18,9,3,FALSE
12,7,3,FALSE
9,5,3,FALSE
35,13,3,FALSE
13,8,1,FALSE
5,5,0,FALSE
14,9,2,FALSE
48,13,2,FALSE
7,7,2,FALSE
21,8,3,FALSE
28,10,3,FALSE
71,22,1,FALSE
73,20,4,FALSE
105,22,1,FALSE
58,16,2,FALSE
37,14,1,FALSE
29,9,2,FALSE
77,17,1,FALSE
40,10,3,FALSE
67,11,2,FALSE
73,23,0,FALSE
39,12,2,FALSE
41,14,2,FALSE
46,19,3,FALSE
62,16,3,FALSE
52,18,3,FALSE
36,13,3,FALSE
6,6,0,FALSE
24,12,1,FALSE
33,12,3,FALSE
44,16,2,FALSE
48,6,1,FALSE
6,5,1,FALSE
37,19,1,FALSE
8,5,4,FALSE
41,17,1,FALSE
27,11,2,FALSE
40,15,1,FALSE
25,9,3,FALSE
49,16,4,FALSE
95,25,3,FALSE
89,14,0,FALSE
28,5,3,FALSE
93,28,3,FALSE
69,20,1,FALSE
138,49,0,FALSE
63,16,0,FALSE
205,42,2,FALSE
55,11,3,FALSE
992,229,1,FALSE
28,7,3,FALSE
57,12,1,FALSE
39,12,3,FALSE
59,13,3,FALSE
38,11,3,FALSE
17,3,3,FALSE
71,34,0,FALSE
82,20,4,FALSE
102,17,3,FALSE
34,17,4,FALSE
13,8,2,FALSE
14,7,2,FALSE
42,13,4,FALSE
33,19,2,FALSE
51,15,1,FALSE
76,35,4,FALSE
51,11,3,FALSE
92,23,1,FALSE
73,10,3,FALSE
72,12,4,FALSE
106,23,3,FALSE
19,7,2,FALSE
133,34,1,FALSE
56,9,1,FALSE
48,10,3,FALSE
74,12,4,FALSE
103,25,2,FALSE
70,16,1,FALSE
45,22,4,FALSE
74,28,3,FALSE
5,3,4,FALSE
17,8,4,FALSE
49,17,4,FALSE
34,11,3,FALSE
9,5,4,FALSE
24,8,4,FALSE
104,24,4,FALSE
70,16,3,FALSE
125,22,4,FALSE
43,9,3,FALSE
69,10,3,FALSE
87,8,0,FALSE
75,20,2,FALSE
81,14,1,FALSE
65,12,3,FALSE
39,10,4,FALSE
167,33,2,FALSE
52,11,4,FALSE
74,23,3,FALSE
35,6,4,FALSE
79,16,1,FALSE
73,15,2,FALSE
29,5,2,FALSE
103,22,2,FALSE
36,16,2,FALSE
76,14,2,FALSE
106,25,2,FALSE
77,18,2,FALSE
108,25,2,FALSE
50,14,2,FALSE
135,30,2,FALSE
70,3,0,FALSE
268,4,0,FALSE
1386,255,1,FALSE
255,1,0,FALSE
131,26,2,FALSE
124,30,0,FALSE
117,28,0,FALSE
92,20,1,FALSE
95,28,2,FALSE
73,15,1,FALSE
77,16,0,FALSE
20,9,0,FALSE
24,17,0,FALSE
19,9,1,FALSE
63,18,1,FALSE
128,21,4,FALSE
106,19,2,FALSE
42,8,4,FALSE
93,19,1,FALSE
53,14,3,FALSE
40,10,4,FALSE
30,13,1,FALSE
27,1,1,FALSE
49,7,1,FALSE
31,5,2,FALSE
206,49,2,FALSE
36,12,3,FALSE
79,20,0,FALSE
53,8,0,FALSE
54,11,3,FALSE
31,1,1,FALSE
76,13,1,FALSE
74,14,1,FALSE
73,16,0,FALSE
232,65,1,FALSE
37,6,3,FALSE
142,38,0,FALSE
26,3,1,FALSE
31,8,3,FALSE
52,9,0,FALSE
101,34,1,FALSE
90,24,2,FALSE
46,13,0,FALSE
34,15,1,FALSE
32,14,1,FALSE
189,48,2,FALSE
67,15,0,FALSE
67,13,1,FALSE
154,38,2,FALSE
46,11,0,FALSE
56,11,2,FALSE
51,13,0,FALSE
38,12,1,FALSE
35,11,2,FALSE
81,22,2,FALSE
60,16,2,FALSE
76,20,4,FALSE
55,16,0,FALSE
92,25,1,FALSE
82,27,1,FALSE
50,11,2,FALSE
46,11,3,FALSE
57,5,2,FALSE
100,20,2,FALSE
86,15,2,FALSE
68,12,4,FALSE
80,20,3,FALSE
65,13,1,FALSE
79,22,1,FALSE
88,22,3,FALSE
38,7,4,FALSE
76,18,2,FALSE
91,19,1,FALSE
39,7,4,FALSE
47,10,3,FALSE
80,18,1,FALSE
184,29,1,FALSE
105,28,4,FALSE
28,7,4,FALSE
21,5,4,FALSE
16,4,4,FALSE
58,14,0,FALSE
61,9,0,FALSE
28,2,1,FALSE
74,19,0,FALSE
34,4,2,FALSE
64,8,2,FALSE
173,26,2,FALSE
90,17,2,FALSE
39,6,2,FALSE
43,4,3,FALSE
68,16,3,FALSE
96,23,1,FALSE
36,9,2,FALSE
54,16,4,FALSE
22,7,4,FALSE
46,13,3,FALSE
29,2,2,FALSE
184,39,2,FALSE
20,6,4,FALSE
112,22,2,FALSE
54,16,3,FALSE
95,18,2,FALSE
135,25,2,FALSE
58,5,3,FALSE
46,10,0,FALSE
38,1,1,FALSE
128,25,1,FALSE
83,13,3,FALSE
19,6,4,FALSE
35,5,3,FALSE
43,6,3,FALSE
8,3,3,FALSE
63,12,0,FALSE
82,25,0,FALSE
109,15,4,FALSE
61,16,0,FALSE
110,23,3,FALSE
71,14,4,FALSE
58,15,4,FALSE
39,10,2,FALSE
60,8,3,FALSE
64,16,3,FALSE
48,12,3,FALSE
106,34,2,FALSE
132,31,0,FALSE
103,32,3,FALSE
35,1,1,FALSE
91,26,4,FALSE
53,8,2,FALSE
24,5,4,FALSE
59,11,4,FALSE
39,9,2,FALSE
77,31,2,FALSE
78,10,3,FALSE
51,10,2,FALSE
85,25,4,FALSE
98,30,2,FALSE
46,10,3,FALSE
78,23,1,FALSE
71,20,2,FALSE
82,16,0,FALSE
43,11,0,FALSE
48,7,0,FALSE
71,21,2,FALSE
90,26,1,FALSE
94,24,2,FALSE
85,18,3,FALSE
34,9,4,FALSE
40,11,4,FALSE
63,20,3,FALSE
58,21,2,FALSE
30,13,2,FALSE
71,14,3,FALSE
123,20,2,FALSE
57,18,3,FALSE
56,14,3,FALSE
58,17,2,FALSE
56,17,1,FALSE
51,11,0,FALSE
98,36,2,FALSE
28,1,2,FALSE
51,12,3,FALSE
103,2,0,FALSE
48,4,1,FALSE
45,3,1,FALSE
46,4,1,FALSE
102,10,0,FALSE
64,13,0,FALSE
33,3,2,FALSE
55,9,3,FALSE
90,8,0,FALSE
43,4,2,FALSE
41,8,3,FALSE
134,29,2,FALSE
49,13,4,FALSE
49,11,0,FALSE
41,12,4,FALSE
53,10,0,FALSE
44,17,1,FALSE
77,11,0,FALSE
52,32,0,FALSE
47,7,0,FALSE
50,11,0,FALSE
34,16,0,FALSE
54,20,0,FALSE
66,17,0,FALSE
38,12,0,FALSE
38,19,0,FALSE
80,25,0,FALSE
27,13,0,FALSE
11,9,0,FALSE
17,9,0,FALSE
31,15,0,FALSE
19,8,0,FALSE
21,12,0,FALSE
23,11,0,FALSE
81,31,3,FALSE
104,59,0,FALSE
91,51,2,FALSE
83,50,4,FALSE
81,51,4,FALSE
64,39,4,FALSE
50,29,4,FALSE
36,17,4,FALSE
29,12,2,FALSE
277,147,2,FALSE
58,8,0,FALSE
34,2,1,FALSE
30,9,0,FALSE
23,1,1,FALSE
95,16,1,FALSE
29,2,0,FALSE
32,3,0,FALSE
46,9,0,FALSE
52,7,1,FALSE
80,17,0,FALSE
23,1,4,FALSE
55,7,1,FALSE
153,19,0,FALSE
66,8,0,FALSE
51,8,1,FALSE
160,35,2,FALSE
127,23,1,FALSE
59,11,0,FALSE
151,20,2,FALSE
37,4,2,FALSE
124,13,4,FALSE
77,7,0,FALSE
98,17,2,FALSE
76,15,1,FALSE
170,32,2,FALSE
151,31,0,FALSE
42,13,1,FALSE
126,22,0,FALSE
92,21,1,FALSE
87,21,0,FALSE
48,8,3,FALSE
82,14,0,FALSE
79,7,1,FALSE
207,34,2,FALSE
118,11,0,FALSE
162,35,1,FALSE
139,32,2,FALSE
70,16,2,FALSE
114,18,0,FALSE
414,74,0,FALSE
128,27,1,FALSE
53,8,4,FALSE
255,61,2,FALSE
28,8,4,FALSE
110,12,2,FALSE
107,14,1,FALSE
116,22,2,FALSE
113,24,0,FALSE
58,7,2,FALSE
105,16,0,FALSE
110,16,3,FALSE
148,18,1,FALSE
171,25,3,FALSE
308,49,1,FALSE
266,48,0,FALSE
77,13,4,FALSE
90,23,3,FALSE
202,41,1,FALSE
74,11,3,FALSE
239,40,0,FALSE
55,11,1,FALSE
152,28,0,FALSE
62,12,1,FALSE
146,28,3,FALSE
268,48,3,FALSE
61,9,1,FALSE
68,6,0,FALSE
117,13,0,FALSE
106,11,0,FALSE
101,11,1,FALSE
97,17,4,FALSE
63,13,0,FALSE
84,16,3,FALSE
82,16,1,FALSE
88,12,2,FALSE
80,13,2,FALSE
86,12,3,FALSE
43,4,1,FALSE
117,16,4,FALSE
133,21,2,FALSE
215,31,2,FALSE
43,7,2,FALSE
65,4,3,FALSE
139,3,2,FALSE
50,16,2,FALSE
62,21,2,FALSE
125,21,0,FALSE
110,18,0,FALSE
55,5,3,FALSE
50,15,3,FALSE
189,34,4,FALSE
85,13,3,FALSE
41,8,4,FALSE
52,15,3,FALSE
49,8,4,FALSE
102,17,1,FALSE
88,16,3,FALSE
101,24,3,FALSE
59,12,3,FALSE
47,9,3,FALSE
43,6,4,FALSE
58,6,1,FALSE
57,6,1,FALSE
31,3,1,FALSE
48,10,4,FALSE
39,3,1,FALSE
111,11,2,FALSE
61,10,3,FALSE
132,24,1,FALSE
42,4,2,FALSE
90,19,3,FALSE
94,20,1,FALSE
72,14,1,FALSE
398,45,0,FALSE
142,20,0,FALSE
61,11,2,FALSE
102,24,0,FALSE
257,31,0,FALSE
244,33,0,FALSE
177,30,1,FALSE
53,14,0,FALSE
46,7,2,FALSE
48,7,2,FALSE
34,6,3,FALSE
38,13,1,FALSE
96,21,0,FALSE
49,4,2,FALSE
141,18,2,FALSE
63,11,3,FALSE
88,9,1,FALSE
77,9,3,FALSE
32,6,4,FALSE
61,17,0,FALSE
88,18,0,FALSE
188,33,1,FALSE
229,40,1,FALSE
52,8,3,FALSE
74,10,1,FALSE
59,11,3,FALSE
44,7,0,FALSE
244,40,0,FALSE
99,23,1,FALSE
305,57,4,FALSE
120,32,0,FALSE
51,11,4,FALSE
40,5,1,FALSE
144,19,0,FALSE
106,17,1,FALSE
66,14,3,FALSE
85,18,2,FALSE
84,14,0,FALSE
47,8,4,FALSE
51,5,3,FALSE
91,6,1,FALSE
150,18,1,FALSE
56,7,2,FALSE
42,4,0,FALSE
44,8,3,FALSE
54,3,1,FALSE
65,5,1,FALSE
87,17,0,FALSE
91,11,2,FALSE
42,9,4,FALSE
60,14,1,FALSE
88,17,2,FALSE
88,15,2,FALSE
37,5,3,FALSE
67,13,2,FALSE
61,14,2,FALSE
190,38,2,FALSE
52,13,0,FALSE
49,12,2,FALSE
352,63,0,FALSE
38,9,2,FALSE
98,19,3,FALSE
70,13,3,FALSE
81,20,0,FALSE
105,21,0,FALSE
39,4,1,FALSE
77,15,1,FALSE
176,32,2,FALSE
108,18,2,FALSE
231,34,0,FALSE
129,23,3,FALSE
86,10,2,FALSE
37,2,1,FALSE
128,19,1,FALSE
87,15,0,FALSE
80,9,0,FALSE
64,9,3,FALSE
51,3,4,FALSE
41,3,0,FALSE
283,49,1,FALSE
35,3,0,FALSE
40,6,4,FALSE
42,3,3,FALSE
27,4,2,FALSE
49,10,0,FALSE
54,5,2,FALSE
68,19,0,FALSE
58,12,1,FALSE
259,56,2,FALSE
53,9,4,FALSE
16,1,3,FALSE
76,3,0,FALSE
86,16,0,FALSE
108,14,1,FALSE
182,33,0,FALSE
84,9,2,FALSE
93,16,2,FALSE
73,11,0,FALSE
79,13,0,FALSE
73,11,2,FALSE
91,12,0,FALSE
43,18,1,FALSE
48,10,1,FALSE
40,13,4,FALSE
69,15,1,FALSE
48,7,1,FALSE
99,10,0,FALSE
48,9,3,FALSE
57,11,4,FALSE
84,20,0,FALSE
21,8,0,FALSE
217,51,0,FALSE
86,22,0,FALSE
150,39,3,FALSE
188,50,1,FALSE
58,15,0,FALSE
87,25,4,FALSE
66,16,4,FALSE
41,11,4,FALSE
342,2,0,FALSE
85,20,1,FALSE
40,14,1,FALSE
108,1,1,FALSE
82,23,2,FALSE
69,16,4,FALSE
51,16,3,FALSE
57,4,4,FALSE
42,6,1,FALSE
19,1,3,FALSE
71,10,1,FALSE
37,1,1,FALSE
97,14,2,FALSE
126,21,1,FALSE
66,15,2,FALSE
70,16,4,FALSE
53,9,3,FALSE
152,29,1,FALSE
151,34,1,FALSE
69,8,0,FALSE
117,23,1,FALSE
63,11,1,FALSE
114,22,2,FALSE
54,8,1,FALSE
203,19,1,FALSE
65,9,0,FALSE
218,34,2,FALSE
195,33,0,FALSE
63,8,1,FALSE
108,17,3,FALSE
70,12,1,FALSE
147,15,2,FALSE
80,11,2,FALSE
62,8,3,FALSE
35,5,2,FALSE
91,9,4,FALSE
85,10,2,FALSE
76,5,1,FALSE
59,6,2,FALSE
27,2,4,FALSE
53,6,2,FALSE
27,2,2,FALSE
124,21,2,FALSE
89,12,2,FALSE
64,8,0,FALSE
72,10,2,FALSE
73,12,0,FALSE
59,13,1,FALSE
117,24,2,FALSE
85,14,2,FALSE
36,6,2,FALSE
33,4,0,FALSE
477,105,1,FALSE
102,17,4,FALSE
78,15,4,FALSE
52,11,2,FALSE
159,24,1,FALSE
310,42,1,FALSE
113,24,1,FALSE
107,24,0,FALSE
57,10,1,FALSE
89,9,3,FALSE
54,13,1,FALSE
34,3,1,FALSE
25,1,1,FALSE
44,9,0,FALSE
62,5,1,FALSE
90,16,2,FALSE
29,3,4,FALSE
84,24,3,FALSE
72,11,0,FALSE
69,13,2,FALSE
51,8,3,FALSE
47,7,4,FALSE
111,12,4,FALSE
28,3,4,FALSE
129,17,0,FALSE
40,1,1,FALSE
144,12,1,FALSE
60,8,1,FALSE
28,1,4,FALSE
178,12,1,FALSE
65,8,0,FALSE
140,23,1,FALSE
63,10,0,FALSE
40,9,3,FALSE
63,7,1,FALSE
96,15,1,FALSE
57,7,3,FALSE
144,17,4,FALSE
100,13,3,FALSE
109,14,2,FALSE
50,10,4,FALSE
94,21,0,FALSE
48,9,1,FALSE
54,15,0,FALSE
70,11,0,FALSE
96,13,1,FALSE
60,9,2,FALSE
59,6,3,FALSE
132,13,0,FALSE
114,8,3,FALSE
40,5,3,FALSE
795,77,3,FALSE
53,7,1,FALSE
48,9,4,FALSE
90,19,0,FALSE
100,21,3,FALSE
68,4,1,FALSE
106,12,2,FALSE
77,10,2,FALSE
79,9,0,FALSE
384,63,1,FALSE
69,1,1,FALSE
79,11,1,FALSE
75,12,0,FALSE
24,1,1,FALSE
144,45,0,FALSE
107,46,0,FALSE
51,21,1,FALSE
65,3,1,FALSE
90,13,0,FALSE
79,28,1,FALSE
131,20,0,FALSE
165,33,3,FALSE
236,62,4,FALSE
130,8,1,FALSE
92,2,1,FALSE
94,2,1,FALSE
136,6,1,FALSE
87,7,1,FALSE
105,6,1,FALSE
142,16,1,FALSE
176,35,2,FALSE
250,39,1,FALSE
215,24,2,FALSE
89,7,2,FALSE
307,34,3,FALSE
58,9,2,FALSE
199,24,0,FALSE
38,2,3,FALSE
55,2,1,FALSE
85,16,2,FALSE
116,17,1,FALSE
47,4,2,FALSE
50,5,2,FALSE
94,12,1,FALSE
79,9,1,FALSE
157,10,1,FALSE
106,12,0,FALSE
55,12,2,FALSE
80,16,2,FALSE
30,10,0,FALSE
25,9,1,FALSE
61,16,3,FALSE
322,55,4,FALSE
128,28,1,FALSE
42,3,1,FALSE
80,20,1,FALSE
51,8,2,FALSE
54,8,3,FALSE
859,109,1,FALSE
102,10,2,FALSE
87,10,2,FALSE
55,10,1,FALSE
149,24,2,FALSE
87,12,4,FALSE
75,7,1,FALSE
81,6,1,FALSE
160,24,2,FALSE
77,11,2,FALSE
44,3,0,FALSE
72,12,1,FALSE
65,10,1,FALSE
59,7,1,FALSE
54,10,2,FALSE
61,2,0,FALSE
156,10,2,FALSE
51,1,1,FALSE
123,2,0,FALSE
174,24,0,FALSE
94,16,2,FALSE
52,8,2,FALSE
44,4,0,FALSE
123,18,2,FALSE
61,3,2,FALSE
106,17,0,FALSE
66,15,1,FALSE
429,36,3,FALSE
13,4,4,FALSE
51,12,4,FALSE
130,4,1,FALSE
77,6,1,FALSE
72,3,2,FALSE
74,6,2,FALSE
70,5,1,FALSE
46,3,1,FALSE
51,4,1,FALSE
194,24,1,FALSE
102,8,1,FALSE
107,13,1,FALSE
179,25,1,FALSE
61,13,1,FALSE
67,16,3,FALSE
75,15,2,FALSE
91,15,1,FALSE
67,10,1,FALSE
166,31,1,FALSE
89,15,1,FALSE
152,36,2,FALSE
144,36,2,FALSE
35,4,0,FALSE
60,4,0,FALSE
38,3,0,FALSE
143,24,2,FALSE
77,11,1,FALSE
68,11,0,FALSE
128,25,4,FALSE
69,19,4,FALSE
72,7,2,FALSE
162,13,0,FALSE
77,12,2,FALSE
130,18,1,FALSE
77,14,3,FALSE
106,14,0,FALSE
75,10,0,FALSE
71,8,0,FALSE
33,3,0,FALSE
35,4,3,FALSE
83,10,0,FALSE
147,16,0,FALSE
50,8,1,FALSE
55,6,0,FALSE
106,3,1,FALSE
85,9,1,FALSE
145,22,1,FALSE
54,7,1,FALSE
272,33,1,FALSE
98,14,0,FALSE
135,24,0,FALSE
66,16,2,FALSE
79,10,0,FALSE
162,21,1,FALSE
188,20,2,FALSE
78,17,3,FALSE
61,13,4,FALSE
184,35,1,FALSE
34,7,4,FALSE
83,16,3,FALSE
52,14,0,FALSE
186,41,1,FALSE
76,19,1,FALSE
135,18,1,FALSE
93,18,0,FALSE
131,26,4,FALSE
83,20,2,FALSE
97,20,1,FALSE
112,24,3,FALSE
102,16,0,FALSE
75,13,1,FALSE
128,24,4,FALSE
59,14,3,FALSE
180,33,1,FALSE
60,11,1,FALSE
70,10,4,FALSE
159,7,2,FALSE
61,8,0,FALSE
111,13,0,FALSE
170,22,1,FALSE
59,9,1,FALSE
72,10,1,FALSE
82,15,2,FALSE
222,13,0,FALSE
139,11,1,FALSE
113,9,0,FALSE
34,4,0,FALSE
92,7,2,FALSE
68,1,1,FALSE
254,20,1,FALSE
83,6,0,FALSE
49,4,1,FALSE
31,3,2,FALSE
109,2,1,FALSE
45,5,1,FALSE
43,10,4,FALSE
78,14,3,FALSE
227,39,0,FALSE
232,31,0,FALSE
101,12,2,FALSE
71,11,0,FALSE
99,12,2,FALSE
130,20,1,FALSE
280,51,1,FALSE
63,18,0,FALSE
158,17,1,FALSE
114,14,2,FALSE
83,9,1,FALSE
37,3,3,FALSE
310,41,2,FALSE
122,26,0,FALSE
35,7,3,FALSE
48,11,4,FALSE
150,19,4,FALSE
30,3,2,FALSE
63,6,1,FALSE
235,48,1,FALSE
431,68,0,FALSE
60,16,4,FALSE
61,16,4,FALSE
96,12,0,FALSE
231,38,1,FALSE
50,9,0,FALSE
77,20,1,FALSE
116,16,1,FALSE
70,10,0,FALSE
65,13,2,FALSE
100,15,0,FALSE
76,11,0,FALSE
38,3,3,FALSE
364,64,3,FALSE
29,2,3,FALSE
115,17,1,FALSE
36,5,4,FALSE
139,24,1,FALSE
126,18,2,FALSE
121,11,1,FALSE
52,9,3,FALSE
70,12,0,FALSE
90,10,4,FALSE
72,8,0,FALSE
96,4,4,FALSE
84,29,3,FALSE
70,18,0,FALSE
102,29,2,FALSE
34,18,1,FALSE
171,36,2,FALSE
30,12,1,FALSE
57,8,4,FALSE
62,2,0,FALSE
78,2,0,FALSE
147,2,0,FALSE
167,2,0,FALSE
364,2,0,FALSE
38,2,0,FALSE
32,6,3,FALSE
22,6,3,FALSE
40,5,4,FALSE
58,9,3,FALSE
54,13,0,FALSE
39,9,4,FALSE
34,8,4,FALSE
51,5,0,FALSE
423,1,0,FALSE
45,10,4,FALSE
35,4,2,FALSE
55,15,0,FALSE
49,6,4,FALSE
57,8,0,FALSE
59,5,0,FALSE
119,15,2,FALSE
249,56,0,FALSE
385,4,0,FALSE
100,15,1,FALSE
73,7,0,FALSE
84,8,2,FALSE
51,7,3,FALSE
167,19,3,FALSE
86,11,2,FALSE
22,1,3,FALSE
119,10,2,FALSE
71,7,2,FALSE
113,11,2,FALSE
113,19,1,FALSE
58,12,3,FALSE
45,14,2,FALSE
71,19,0,FALSE
73,13,1,FALSE
148,25,0,FALSE
83,13,4,FALSE
32,14,4,FALSE
125,22,2,FALSE
35,5,4,FALSE
50,6,4,FALSE
31,10,4,FALSE
369,51,2,FALSE
67,12,2,FALSE
363,59,1,FALSE
51,18,4,FALSE
18,8,2,FALSE
172,24,1,FALSE
49,10,2,FALSE
72,11,2,FALSE
107,18,3,FALSE
30,6,2,FALSE
33,4,3,FALSE
33,5,2,FALSE
56,14,0,FALSE
75,15,0,FALSE
86,14,2,FALSE
402,56,0,FALSE
52,11,1,FALSE
198,34,0,FALSE
63,16,1,FALSE
2,1,3,FALSE
137,18,3,FALSE
148,19,0,FALSE
44,11,0,FALSE
63,12,1,FALSE
45,8,2,FALSE
66,12,2,FALSE
100,14,1,FALSE
45,6,1,FALSE
143,20,4,FALSE
125,17,4,FALSE
121,20,1,FALSE
168,26,2,FALSE
39,2,0,FALSE
57,7,2,FALSE
56,19,4,FALSE
50,17,4,FALSE
20,8,2,FALSE
17,7,4,FALSE
32,4,0,FALSE
54,14,0,FALSE
70,17,3,FALSE
153,34,2,FALSE
55,14,0,FALSE
124,35,0,FALSE
122,31,2,FALSE
105,16,1,FALSE
7,5,0,FALSE
26,10,0,FALSE
29,9,3,FALSE
47,13,4,FALSE
96,23,0,FALSE
25,10,0,FALSE
126,24,1,FALSE
72,35,1,FALSE
52,12,1,FALSE
96,20,1,FALSE
182,37,0,FALSE
126,32,1,FALSE
27,5,4,FALSE
54,4,3,FALSE
183,14,0,FALSE
38,9,4,FALSE
274,52,1,FALSE
63,7,0,FALSE
74,13,1,FALSE
86,19,0,FALSE
60,7,0,FALSE
84,17,1,FALSE
79,16,2,FALSE
409,73,0,FALSE
78,15,0,FALSE
62,18,2,FALSE
53,9,0,FALSE
60,12,3,FALSE
296,57,2,FALSE
94,12,2,FALSE
102,13,4,FALSE
98,17,0,FALSE
79,15,1,FALSE
106,24,2,FALSE
115,15,3,FALSE
145,24,3,FALSE
481,98,2,FALSE
19,1,4,FALSE
205,47,0,FALSE
79,17,1,FALSE
133,22,1,FALSE
62,10,1,FALSE
176,16,1,FALSE
89,13,0,FALSE
71,13,0,FALSE
20,2,3,FALSE
82,12,0,FALSE
183,32,0,FALSE
54,7,2,FALSE
60,9,0,FALSE
55,6,3,FALSE
65,11,4,FALSE
29,3,3,FALSE
128,19,0,FALSE
166,19,3,FALSE
74,12,1,FALSE
97,18,0,FALSE
54,11,2,FALSE
54,8,0,FALSE
41,5,1,FALSE
127,24,1,FALSE
123,26,0,FALSE
60,10,2,FALSE
65,10,0,FALSE
120,34,4,FALSE
67,14,3,FALSE
44,10,4,FALSE
132,28,1,FALSE
16,8,1,FALSE
39,11,2,FALSE
84,1,1,FALSE
66,6,0,FALSE
53,4,0,FALSE
135,25,1,FALSE
55,11,0,FALSE
70,19,1,FALSE
61,17,1,FALSE
37,9,4,FALSE
64,19,3,FALSE
31,3,4,FALSE
133,24,4,FALSE
7,6,1,FALSE
71,12,1,FALSE
318,1,2,FALSE
334,1,2,FALSE
64,6,3,FALSE
52,22,1,FALSE
67,11,0,FALSE
75,14,3,FALSE
57,10,4,FALSE
37,3,2,FALSE
129,21,1,FALSE
67,16,0,FALSE
78,12,1,FALSE
41,7,4,FALSE
93,11,0,FALSE
82,17,0,FALSE
155,29,1,FALSE
122,23,0,FALSE
32,1,2,FALSE
36,6,4,FALSE
54,7,0,FALSE
77,14,2,FALSE
125,19,0,FALSE
54,6,2,FALSE
83,14,0,FALSE
27,4,4,FALSE
94,11,0,FALSE
57,5,1,FALSE
51,9,4,FALSE
20,5,4,FALSE
98,4,1,FALSE
92,27,2,FALSE
297,52,4,FALSE
150,21,0,FALSE
148,30,2,FALSE
20,1,4,FALSE
66,7,1,FALSE
56,6,0,FALSE
90,10,1,FALSE
54,5,1,FALSE
63,17,3,FALSE
98,11,1,FALSE
55,12,4,FALSE
97,9,3,FALSE
27,3,4,FALSE
102,15,3,FALSE
56,9,2,FALSE
88,3,4,FALSE
46,6,3,FALSE
53,5,3,FALSE
21,2,2,FALSE
74,16,0,FALSE
72,12,0,FALSE
76,15,0,FALSE
97,16,0,FALSE
76,10,1,FALSE
90,8,3,FALSE
41,4,0,FALSE
89,10,0,FALSE
94,13,0,FALSE
333,57,0,FALSE
128,16,0,FALSE
89,16,1,FALSE
58,10,1,FALSE
88,15,1,FALSE
68,12,1,FALSE
73,13,2,FALSE
194,25,1,FALSE
142,23,1,FALSE
85,11,0,FALSE
191,34,3,FALSE
49,15,3,FALSE
50,6,0,FALSE
86,17,3,FALSE
80,11,1,FALSE
96,14,3,FALSE
68,15,1,FALSE
36,5,3,FALSE
91,13,3,FALSE
105,17,3,FALSE
151,26,3,FALSE
221,44,3,FALSE
56,15,0,FALSE
170,28,3,FALSE
77,32,2,FALSE
96,18,4,FALSE
74,17,3,FALSE
